,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,12.65,12.725,12.75,12.825,12.65,12.2,11.2,12.15,11.775,12.65,12.65,12.725
2,12.25,12.8,12.7,12.65,12.875,12.4,11.75,11.95,12.65,12.725,12.95,13.125
3,13.55,13.225,13.525,13.425,13.35,12.525,12.025,11.975,11.825,12.175,12.55,11.775
4,11.3,11.8,12.175,12.175,12,11.95,11.25,11.725,11.525,11.925,11.575,12.525
5,11.85,11.375,12.075,12.225,12,11.525,10.525,11.325,11.725,12.025,11.725,12
6,12.15,11.575,11.45,12.525,12.225,11.875,11,11.575,11.925,12.225,12.075,12.35
7,12.5,12.6,12.6,12.575,12.675,12.45,12.425,12.175,12.5,12.625,12.525,12.45
8,12.875,12.95,12.5,12.6,12.7,11.9,11.35,11.625,11.95,12.125,12.125,11.775
9,11.85,11.75,11.5,12.35,12.4,11.8,11.275,11.65,11.9,12.425,12.65,12.25
10,12.6,12.55,12.55,12.575,12.4,12.275,11.525,11.6,12.325,12.6,12.475,12.175
11,12.425,12.65,12.875,12.225,12.9,12.7,11.85,11.15,12.225,12.075,12.325,12.65
12,12.525,12.7,13.1,13.1,12.825,12.4,11.075,11.825,11.875,12.275,12.325,12.4
13,12.175,12.05,11.825,12.65,12.775,12.275,11.675,11.875,12.275,12.275,11.75,12.725
14,12.1,12.525,12.225,12.35,12.475,11.95,11.5,11.475,12.05,12.35,12.05,12.4
15,12.375,12.475,12.4,12.9,12.35,12.325,11.95,12.15,12.225,12.425,12.4,12.15
16,11.85,11.875,12.175,12.425,12.375,11.95,11.6,11.7,12.3,12.325,12.1,12
17,11.575,12.175,12.625,12.6,12.85,12.4,11.575,11.9,12.675,13.05,12.85,13.1
18,13.4,14.05,13.675,14.175,13.325,12.625,12.05,12.225,12.75,12.7,12.55,12.35
19,12.175,12.025,12.2,12.4,11.975,12.05,11.5,11.425,11.825,11.975,12.275,11.9
20,11.725,11.75,12.15,12.375,12.45,12.275,11.7,11.675,12,12.45,12.4,12.425
21,11.975,12.175,12.35,12.475,12.75,11.95,12.075,11.575,12.125,13.475,12.75,13.2
22,12.65,12.975,13.05,12.575,12.8,11.875,12.525,12.025,12.575,12.45,12.325,13.175
23,13,13.125,12.5,12.975,13.025,12.525,11.925,12.475,12.75,13,12.775,12.375
24,12.65,13,13.125,13.025,12.95,12.025,12.025,11.95,12.375,12.775,12.825,12.75
25,12.625,13.4,12.9,13.2,13.05,12.6,12.05,12.1,12.35,12.575,12.5,12.2
26,12.375,13.1,12.9,12.65,12.95,12.35,11.95,12.05,12.375,12.775,12.65,12.925
27,12.95,12.275,12.625,12.925,12.95,12.275,12.3,11.825,11.925,12.425,12.475,11.925
28,12.05,11.7,11.8,12.275,12.225,12.35,11.75,11.75,12.125,12.225,12.45,12.1
29,12.425,12.375,12.7,12.65,12.65,12.375,12.075,12.3,12.3,12.8,12.925,12.65
30,12.625,13.125,13.075,13.275,13.2,12.575,12.175,12,12.2,12.15,11.725,11.8
31,12.2,12.1,11.96666667,12.475,12.9,12.55,11.825,12.175,12.1,12.225,12.55,12.375
32,12.4,12.15,12.475,12.525,12.55,12.25,11.83333333,11.63333333,12.15,12.75,12.8,12.225
33,12.725,12.5,13.1,12.73333333,12.66666667,12.26666667,11.36666667,12.075,12.35,12.975,12.35,12.825
34,12.95,12.85,12.725,13.25,12.925,12.575,12.1,11.65,12.4,12.5,12.85,12.775
35,12.35,12.825,12.825,12.8,12.875,12.425,12.525,12.425,13.025,13.2,13.175,13.175
36,14.075,13.66666667,13.9,14.16666667,13.6,12.4,11.93333333,12.16666667,12.4,13,13.06666667,12.83333333
37,12.4,12.46666667,12.66666667,12.93333333,12.96666667,12.9,11.775,12.375,12.8,13.025,12.9,12.875
38,12.475,12.825,12.925,12.625,12.975,12.45,12.35,12.2,12.65,13.325,13.3,12.475
39,12.875,13.5,13.75,13.25,13.075,12.725,12.35,11.9,12.7,12.475,13.075,13.175
40,12.925,13.45,13.75,13.45,13.55,13.125,,,,,,
