,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,91.37272727,77.40909091,200.3090909,147.5090909,171.8636364,63.99090909,47.67272727,71.85454545,14.74545455,121.4454545,258.7636364,178.7181818
2,204.6454545,151.3272727,192.2636364,193.1909091,171.8636364,13.1,44.54545455,10.00909091,50.24545455,151.4090909,161.0636364,215.7272727
3,53.20909091,73.09090909,150.3272727,181.3909091,138.9909091,23.18181818,12.33636364,19.55454545,27.98181818,177.3909091,107.4909091,211.9909091
4,215.6090909,154.4727273,154.0272727,214.3363636,181.6636364,41.27272727,51.93636364,55.30909091,117.8363636,202.3818182,166.1181818,65.13636364
5,198.6818182,36.6,91.04545455,115.6636364,92.2,38.75454545,27.94545455,37.03636364,99.69090909,103.3454545,140.2636364,180.4454545
6,101.5363636,128.9272727,145.4181818,131.1909091,82.13636364,33.58181818,16.58181818,17.95454545,46.33636364,250.2545455,162.7272727,63.2
7,57.70909091,38.82727273,119.2545455,158.6727273,173.3090909,19.07272727,36.24545455,57.58181818,43.98181818,252.6090909,106.6727273,57.73636364
8,85.75454545,89.91818182,36.25454545,190.7727273,99.12727273,81.18181818,83.06363636,44.85454545,75.04545455,113.7090909,295.1727273,173.7818182
9,179.2454545,127.4,148,67.69090909,56.17272727,77.39090909,54.37272727,36.35454545,44.66363636,137.7181818,85.24545455,122.4454545
10,79.5,180.0909091,72.75454545,117.7454545,100.7272727,58.57272727,48.50909091,19.05454545,19.15454545,196.6909091,110.8272727,90.94545455
11,109.1,49.20909091,224.5272727,92.46363636,108.9,57.01818182,54.52727273,41.48181818,74.98181818,49.89090909,198.7,157.6272727
12,48.11818182,72.09090909,46.12727273,90.66363636,78.89090909,16.89090909,46.86363636,32.87272727,98.78181818,66.62727273,126.4363636,153.4545455
13,107.0454545,154.6636364,184.8090909,122.5454545,136.3363636,16.83636364,30.00909091,14.58181818,47.87272727,104.6727273,264.2181818,210.0636364
14,253.5636364,112.4272727,185.4090909,202.0818182,96.76363636,22.10909091,28.88181818,35.48181818,59.03636364,149.6363636,221.7363636,135.9909091
15,48.71818182,85.96363636,110.1090909,155.7909091,113.5545455,51.33636364,66.46363636,60.47272727,19.44545455,108.9,199.7272727,124.9818182
16,192.7636364,178.6727273,247.3363636,171.7,163.3909091,103.5090909,31.30909091,40.79090909,32.25454545,172.4090909,132.2727273,167.4363636
17,303.2636364,88.72727273,149.9818182,89.06363636,52.10909091,95.65454545,26.02727273,9.627272727,61.17272727,101.4818182,190.8818182,68.53636364
18,32.17272727,72.82727273,104.5909091,118.6272727,200.2818182,38.45454545,40.12727273,48.44545455,27.82727273,161.3818182,248.5090909,100.7090909
19,237.2818182,288.3636364,142.1818182,162.2181818,98.20909091,105.3727273,30.51818182,21.9,164.9909091,141.4181818,234.1363636,334.1818182
20,228.2818182,226.4545455,153.9,172.6181818,229.1454545,104.6545455,54.31818182,21.06363636,87.18181818,67.41818182,103.6727273,87.40909091
21,94.14545455,104.8727273,90.41818182,60.68181818,57.8,44.55454545,29.59090909,14.51818182,66.09090909,35.45454545,166.3727273,162
22,96.68181818,67.85454545,90.82727273,123.7,70.94545455,73.08181818,29.51818182,36.99090909,40.30909091,174.3181818,147.0545455,127.3
23,27.72727273,62.60909091,121.6636364,137.1272727,41.08181818,73.39090909,54.37272727,11.01818182,72.43636364,144.6,169.9454545,111.2272727
24,117.8818182,56.28181818,62.9,145.1545455,82.23636364,26.66363636,44.51818182,9.7,53.32727273,205.8636364,203.9636364,127.5181818
25,128.7909091,121.7181818,162.0181818,158.7909091,113.2727273,40.49090909,35.22727273,30.44545455,41.84545455,183.5727273,147.5363636,249.8545455
26,127.2636364,102.7363636,186.3636364,189.9181818,59.65454545,104.0454545,39.17272727,26.22727273,33.30909091,142.2909091,236.2727273,200.0090909
27,78.73636364,46.79090909,155.5,161.6818182,114.3727273,41.4,54.17272727,51.80909091,11.68181818,252.0636364,221.4181818,248.6818182
28,191.0272727,159.9,200.1818182,179.1727273,173.8636364,71.1,22.67272727,36.15454545,43.54545455,191.5363636,198.8909091,236.2727273
29,184.2363636,143.7727273,175.4454545,122.6,58.10909091,48.94545455,28.09090909,29.90909091,33.64545455,116.4090909,137.6,155.8
30,16.93636364,82.50909091,37.16363636,182.0181818,164.7363636,66.31818182,117.7727273,21,52.66363636,174.1636364,316.9363636,198.1363636
31,109.9727273,235.4636364,180.4818182,268.5545455,131.6454545,80.44545455,118.3090909,38.00909091,40.57272727,195.8454545,183,255.3181818
32,231.0090909,135.4727273,117.9090909,166.76,31.27272727,19.73,24.71666667,24.3,13.4,123.2818182,133.34,131.27
33,63.69090909,175.28,82.8875,108.58,189.96,20.02727273,50.65454545,39.05454545,19.87272727,137.6727273,177.6181818,143.55
34,153.5363636,64.91818182,165.5727273,58.70909091,216.0090909,81.60909091,31.06363636,17.36363636,42.80909091,151.2454545,208.0636364,191.8545455
35,85.96363636,67.53636364,155.0363636,88.74545455,33.60909091,40.07272727,30.98181818,14.83636364,11.1,103.2727273,128.3545455,10.23636364
