,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,15,15.2,14.9,13.9,13.8,14.1,13.6,14.2,14.2,14.2,14.2,15.7
2,15,14.6,14.7,14.2,13.9,13.4,13.2,13.5,14,13.7,13.9,14.2
3,14.8,14.8,15.3,14.4,14.6,13.4,14.4,12.8,13.2,12.8,12.7,12.7
4,13,13.5,14.3,13.6,13.1,13.3,12.7,13.3,12.4,12.3,11.8,12.9
5,13.1,13.2,12.3,11.6,9.9,10.6,11,12.1,12.5,12.6,12.7,13.1
6,13.4,13.6,13.7,13.4,13.3,13.2,13,13.2,13.2,13.2,13.2,13.7
7,13.9,14,14.4,13.7,13.8,14.2,14.1,14,13.6,13.6,13,13.2
8,13.8,14.2,14.1,14.1,13.5,13.2,12.9,12.9,12.3,12.9,12.9,12.5
9,12.7,12.6,12.3,12.9,12,12.2,12.5,12.6,12.7,12.5,13.1,13.6
10,12.8,13.4,13.6,12.9,13,13,12.8,12.4,12.5,12.8,12.6,13.4
11,13.2,13.2,13.2,12.5,13.2,13.2,12.7,13,13.2,12.6,12.6,13.3
12,14.1,14.2,14.7,14.8,14,13.4,13,13,12.8,13.7,12.8,13.3
13,13.3,13.6,13.7,13.5,13,13.5,13,13.5,12.7,12.8,12.4,13.3
14,13.6,13,12.9,12.7,12.7,12.8,12.8,12.6,13,12.9,12.7,13.3
15,13.8,14.2,13.2,13.8,13.4,13,12.1,12,12.8,12.2,12.4,12.6
16,12.5,12.8,12.9,13.4,12.5,12.5,12.4,12.7,12.8,12.6,12.2,12.8
17,12.9,13.3,13.4,13.6,13,13,13.4,13.8,13.8,13.6,13.2,14.4
18,15.2,15.2,14.9,14.2,13.8,13.3,13.1,13.2,13.1,13.5,13.1,12.9
19,12.8,12.2,13.1,12.4,13.2,12.8,12.5,12.5,12.2,12.2,12.7,12.9
20,12.9,13,13.5,13.6,13,12.9,12.7,12.7,12.5,12.8,12.9,13.1
21,13.2,13.4,13.4,13.6,13.5,12.7,13,13.4,12.8,13.1,13.3,13.3
22,13.5,13.7,13.5,13.2,13.2,13.2,13.2,13.7,13.7,13,13.6,14.2
23,15.4,14.9,15.9,13.7,13.4,12.8,12.9,13,12.8,12.4,12.3,12.3
24,12.6,13.7,14.3,12.6,12.7,13,13,13,12.9,12.8,12.6,12.5
25,12.4,12.7,13,12.7,12.8,12.9,12.9,12.9,12.8,12.9,12.5,12.7
26,12.8,12.9,13.1,13,13.1,13,13.1,13,12.9,13,13.2,13.1
27,13.4,13.3,13.7,13.3,13.5,12.9,12.9,12.2,12.2,12.1,13,12.4
28,13,13,12.7,12.6,13,12.9,12.4,12,13,13,13.1,13.4
29,13.8,13.5,12.7,13.6,13.2,13.3,13.1,13.6,13.8,13.3,13.7,13.9
30,14.8,15,15.3,13.5,13.4,13.2,12.8,12.4,12.7,13.2,12.9,13.5
31,NA,12.7,12.1,12.9,13.1,13.3,13,12.9,13,12,12.3,12.9
32,13,12.9,13,12.5,12.9,12.9,12.8,12.6,12.6,12.7,13.2,12.6
33,14.2,13.7,14.4,14.5,13.3,13.5,13.3,14,13.9,14,13.3,14.1
34,14.1,13.7,13.2,12.6,13.4,13.6,13.5,13.6,12.9,12.8,13.2,13.5
35,13.2,12.6,12.7,13.1,13.8,14,13.4,13.6,14.1,13.6,13.4,14.7
36,14.3,14.3,14.4,13.9,13.7,13.7,13.7,13.9,13.6,13.1,13,12.7
37,13.1,13.4,12.8,13.5,13.4,13.2,13.3,13.7,13.5,13.5,13.4,13.3
38,13.6,13.5,13.8,12.9,13.4,13.2,13.1,13.1,13.4,13.3,13.6,13.5
39,14.3,14.7,14,13.9,13.8,13.8,14.2,13.6,13.9,13.3,14.1,13.8
40,14.1,14.8,14.6,14.8,14.6,13.2,,,,,,
