,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,6.95,84.5,34.55,265.65,268.75,235.75,195,142.15,190.95,223.7,206.4,73.85
2,42.7,84.55,94.55,350.25,301.2,147.9,180.85,242.75,235.5,192.35,132.45,48.9
3,48.3,88.45,104.1,303.55,260.65,158.05,291.15,202.8,190.35,300.2,135.05,105.25
4,15.5,33.15,36,131.3,184.65,149.75,281.5,250.05,297.4,92.5,169.55,59.05
5,25.35,41,94.85,183.95,185.35,168.5,227.65,170.05,243.2,175.75,139.8,55.1
6,35.9,76.85,84.55,193.45,205.15,229.45,114.6,132.9,207.45,329.85,135.55,35.5
7,35.75,64.45,102.55,230.65,230.05,285.1,265.6,247.3,206.85,281.75,113.3,28.4
8,2.75,66.75,36.65,123.1,143.9,177.85,248.2,162.95,277.25,232.55,318.85,55.9
9,26.05,81.1,116.1,102.05,278.9,104.7,110.6,138.6,236.5,207.45,74.45,19.2
10,20.1,40.7,76.55,307.8,179.35,163.15,151.7,71.8,129.9,227.1,158.65,65.6
11,9.85,31.7,116.2,116.15,156.9,143.7,152.3,181.4,196,217.4,207.8,56.4
12,18.75,42.4,76.5,177.05,178.8,218.5,285.65,213.1,207.95,141.5,177.75,34.15
13,74.05,20.55,101.6,240.45,284.3,238.75,289.85,175.35,251.6,190.9,198,34.4
14,36.35,59.3,133.9,183.2,266.55,230.95,263.3,276.5,233.2,260,154.7,41.3
15,24,35.65,136.85,170.65,245.15,303.35,233.1,183.65,221.1,222.2,95.15,131.55
16,59.1,63.4,100.05,122.9,215.35,247.6,273.85,197.35,256.85,220.35,187.45,52
17,41.5,56.4,55.95,143.9,254.7,189.9,287.95,190,180,122.2,116.5,27.2
18,40.05,56.95,159,300.45,407.35,346.4,317.2,207,201.55,230.55,134.1,129.2
19,57.95,97,106.75,285.25,180.25,196.9,238.05,219.55,251.6,270.25,208.05,47.65
20,39.55,70.65,88.65,121.5,217.2,202.7,198.2,210.15,242.15,226.6,123.7,50.1
21,7.25,17.5,94.2,42.15,227.4,269.85,206.75,240.8,261.4,255.85,221.25,150.45
22,17.7,26.4,123.05,202,215.85,310.8,193,233.4,235.35,152.75,86.4,120.95
23,12.05,40.8,128.55,235.55,217.55,271.85,229.4,249.05,187.9,233.65,231.8,90.35
24,39.8,74,72.65,222.5,395.8,195.1,236.85,328.85,263.3,244,190.2,48.45
25,47.95,90.45,14.3,241.6,322.65,218.55,192.55,220.5,232.35,378.6,216.55,28.3
26,63.45,6.8,140.2,210.2,338.85,321.95,181.9,222.2,139.1,294.35,225.85,31.15
27,26.85,15.35,180.3,156.85,238.35,181.7,109.55,333.35,143.65,340.4,120.15,102
28,75,39.15,21.45,177,331.2,263.55,225.25,253.15,169.9,257.3,241.4,24.05
29,94.4,43.9,98.5,82.25,230.8,275.85,140.2,239.6,145.2,273.25,174.3,31.85
30,1.65,27.8,135.85,359.3,364.2,216.95,443.3,146.25,275.95,248.95,332.15,138.6
31,12.8,73,95.75,398.25,420.1,219.75,180.5,208.2,242.6,235.15,331.6,116.3
32,20.85,37.5,165.2,373.8,209.25,256.85,288.9,277.35,172.95,229.35,168.3,54.4
33,9.6,49.85,59.7,192.3,169.6,182.55,237.5,239.6,151,188.7,222.95,60.1
34,33.2,86.45,70,143.25,166.6,188.85,132.8,162.65,248,226.8,170.75,131.05
35,27.9,53.05,106,212.9,117.65,278.5,271.6,206.65,154.6,184.25,205.55,39.65
36,12.55,69.05,85.65,345.7,341.45,179.2,262.8,183.8,197.45,172.6,238.35,65.05
37,46.85,40,184.55,150.05,312.05,276.3,274.1,219.95,194,181.7,167.1,54.35
38,62.35,38.35,132.9,319.15,214.7,259.55,301.1,215.85,182.7,329.25,131.25,12.4
39,40.9,37.6,79.95,211.95,326.65,223.6,140.75,570.1,224.3,407.9,277.3,67.2
40,46,,,,,,,,,,,
