,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,16.4,16.85,17.1,16.7,16.7,16.9,16.55,16.9,16.8,16.45,16.65,16.5
2,16.3,16.5,17.1,17.1,17.15,17.25,17.2,17.85,17.25,16.9,17.2,16.95
3,17.85,17.85,18.05,17.8,18.1,17.7,17.9,17.85,17.9,17.05,16.95,16.2
4,15.75,16.15,16.85,16.75,16.75,16.65,16.15,16.75,16.25,16.3,16.25,16.55
5,16.3,16.85,17.05,16.75,16.9,16.9,17,16.85,17,16.75,16.75,17.15
6,17.15,16.75,16.95,17.15,17.5,16.7,17.1,17.55,17.5,16.8,17.2,17.25
7,17.35,18,17.95,17.8,17.85,17.6,17.75,17.5,17.65,17.35,17.45,17.35
8,17.3,17.35,17.65,17.35,17.75,17,16.5,16.55,16.7,16.75,16.7,16.3
9,16.5,16.5,16.65,16.7,16.9,16.75,16.7,17.05,16.85,16.55,16.65,16.35
10,16.8,16.4,16.95,16.75,17.05,16.95,16.9,17.45,17.5,16.45,17,16.8
11,16.9,16.7,16.55,16.85,17.1,17.65,17.1,16.9,17.25,16.65,16.05,16.1
12,16.75,16.4,16.95,16.7,16.9,17.45,16.85,17.1,16.8,16.9,16.25,16.35
13,16.05,16.2,16,16.55,16.3,16.75,16.55,16.9,16.35,16.5,16,16.65
14,16.15,16.1,16.2,16.35,16.55,16.6,16.6,16.85,17.35,16.6,16.5,17.2
15,17.6,17.5,17.3,17.2,17,17.2,16.9,16.9,17,16.7,16.45,16.6
16,16.25,16.15,16.1,16.55,16.7,16.9,16.7,16.95,16.95,16.4,16.45,16.5
17,16.45,17,17.3,16.6,17.75,17.2,17.55,18.5,18,17.85,17.55,18.15
18,18.55,17.6,18.2,18.05,17.85,17.7,17.5,17.95,17.75,17.5,17.3,17
19,16.95,16.5,17,17.3,17.15,17,17.15,17.25,16.5,16.5,16.4,16.5
20,16.3,16.2,16.4,16.55,16.45,16.75,16.8,16.95,16,16.65,16.3,16.35
21,16.5,17,16.1,17.05,16.8,16.65,17.25,17.75,16.3,16.4,15.5,15.1
22,15.55,15.35,15.5,15.4,15.75,15.25,15.45,15.35,15.7,15.7,15.1,15.8
23,16,16,15.95,16,16.5,15.95,16.05,16.7,16.45,16.2,16.2,16.15
24,16.4,16.65,16.8,16.55,16.4,16.05,16.1,16.5,16.45,16.35,16.4,15.9
25,16.35,16.2,16.7,16.9,16.75,16.75,16.75,16.7,17.1,16.7,16.7,16.45
26,16.5,16.75,16.45,16.55,16.9,16.75,16.9,17.2,16.95,16.9,16.8,17.05
27,17.9,17.9,17.45,16.85,17.15,17.1,17.6,17.05,17.1,16.7,16.75,16.6
28,16.05,16.45,16.25,16.2,16.25,16.6,16.25,16.55,16.35,16.15,16.15,16.1
29,16.1,16.15,16.3,16.85,17.2,16.95,17.25,17.8,18.4,17.55,17.35,17.45
30,17.45,17.65,17.6,17.2,17.35,17.15,17.05,17.55,17.4,17.2,16.55,16.5
31,17.05,16.85,16.65,16.9,17.25,17.55,17.35,17.45,17.75,16.75,16.65,16.7
32,16.75,17,17.2,17.15,17.45,17.9,17.45,17.7,17.9,17.25,17.4,17.15
33,17.6,17.1,17.5,17.7,17.45,18.05,17.6,17.6,17.8,17.2,17.05,17.1
34,17.25,17.2,17.15,20.7,17.5,17.7,18.2,17.7,18.1,17.2,17.3,17.55
35,18.1,17.55,17.45,18,18.35,17.9,18.05,18.7,19.5,18.2,17.9,19.35
36,18.65,18.35,18.6,18,18.1,18.05,17.7,18.2,18.05,17.65,17.35,17.45
37,17.3,17.8,16.95,17.95,17.8,17.85,17.75,17.95,18.15,17.85,17.55,17.5
38,17.25,17.55,17.8,17.4,17.3,17.25,17.6,18,18.1,17.6,17.55,17.75
39,17.6,17.6,17.6,17.7,17.8,17.7,11.55,18.2,18.9,18.2,18.3,17.8
40,19.1,,18.9,,,,,,,,,
