,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,41.95,45.85,129.9,173.35,213.3,159.8,166.95,233.7,19.6,94.4,136.8,139.55
2,111.8,112.7,126.6,189.7,150.4,28.2,144.25,13.15,87.1,108.75,106.8,168.85
3,26.1,56.05,132.7,213.35,144.35,26.5,11.8,24.65,18.95,141.65,54.35,128.65
4,146.4,164.3,158.95,224.7,243.5,34.7,80.25,193.85,174.5,146.65,132.1,67.8
5,100.5,57.3,81.5,88.65,135.85,66.05,96.75,107.15,92.95,81.3,72.5,93.2
6,95.5,74.2,120.65,119.35,94.3,82.55,76.05,55.05,63.4,214.4,105.35,70.4
7,49.95,75.5,63.4,182,126.45,38.45,99.15,104.45,52.9,179.45,69.65,84.85
8,47.05,59.25,46.45,182.85,117.55,118.8,70.75,107.85,106.65,117.1,223.2,114.85
9,110.35,81,108.5,83.65,142.95,163.2,89.35,84.1,66.65,137.8,45.7,58.65
10,49.2,98.6,63.55,87.85,94.4,149.6,91.05,52.3,57.6,138.05,71.3,61.45
11,86,67.9,142.9,97.35,137.9,78.8,110.7,80.35,80,54.4,123.9,89.35
12,32.2,46.15,54.2,130.15,97.35,38.5,87.6,76.6,110.85,35.4,77.45,95.85
13,102.55,94.9,123.55,132.85,139.25,62,100.6,66.65,39.85,90.4,158.25,143
14,183.05,87.8,112.75,151.4,143.05,64.6,54.3,81.3,48.05,81.1,118.45,91.95
15,53.45,57.6,78.4,126.05,103.9,95.5,113.85,60.15,30.8,63.85,99.65,66.4
16,109.25,126.25,158.05,172.5,189.9,101.6,67.95,56.8,69.65,92.95,88.9,87.7
17,180.8,97.2,95.4,129.25,169.25,107.7,52.55,32.7,47.4,90.95,124.95,55.8
18,23.4,50,77,114.65,192.2,103.65,118.05,88.35,63.4,112.05,178.35,81.6
19,134.55,190.1,90.4,175.9,101.1,128,65.55,42.5,165,89.1,121.85,192.55
20,90.15,165.95,105.85,163.5,251,140.35,87.4,71.4,111.05,37.85,50.8,74.6
21,48.75,60.25,68.9,89.4,105.5,117.8,97.8,29.9,101.55,24.3,102.3,90.1
22,55.75,58.15,79.8,87.2,90.3,89.95,64.25,42.4,41.95,128.8,117.15,72.75
23,15.55,47.65,112,100.75,105.75,89.25,87.45,25.9,70.95,110.9,116.25,65.35
24,55.35,29.8,83.3,132.9,116.5,109.05,95.15,58.05,61.9,161.4,93.65,64.6
25,80.35,98.7,126.2,155.4,109,87.7,54.3,51.4,57,147.85,72.9,175.15
26,87.1,70.9,161.55,171.95,76.65,147.95,62.7,44.95,48.45,97.15,149.8,152.15
27,79.8,16.4,133.1,144.95,109.85,141.55,67.45,91.85,37.55,161.05,146.15,159.65
28,107.7,134,115.55,159.15,158.4,108.75,106.1,65.85,65.05,154.2,95.35,114.3
29,134.65,118.4,162.35,133.25,76.7,131.65,93.3,53.15,40.6,74.6,85.2,101.7
30,17.65,89.85,76.65,218.8,142.45,87.5,127.1,61.05,75.7,110.95,231.9,93.3
31,90.7,104.55,145,178.6,157.15,80.65,148.25,59.05,97.7,119.25,130.9,173.4
32,146.65,106.85,159.1,146.25,87.4,78.35,67.7,41.95,31.4,103.5,83.8,98.1
33,35.9,171.7,111.9,143.6,177.65,47.4,107.45,108.15,48.25,98.5,89.7,82.95
34,131.7,35.75,111.75,104.25,186.9,167.35,80.6,62.35,61.9,111.55,98.25,113.35
35,110.3,57.15,102.05,105,63.1,91.35,97.9,60.15,20.05,87.2,102.95,20.4
36,60.4,50.65,123.35,179.2,136.8,134.5,145.95,39.7,100.05,65.1,83.8,136.1
37,176.2,42.5,247.05,144.55,190.5,98,55,89.45,42.35,93.6,103.7,151.15
38,133.8,57.05,111.45,102.9,186.05,112,93.4,42.5,61.65,58.15,127.8,39.65
39,75.7,53.2,62.1,173.8,161.55,81.2,71.25,37.95,54.25,142.4,181.65,123.15
40,60.85,,,,,,,,,,,
