"","año","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre"
"1",2021,16.0056419104585,16.7252982829132,16.5675,16.9923765884825,17.447378135392,17.1100575559363,17.2756924399206,17.4730145708892,17.0457171167399,16.3259546631041,16.2157665325666,16.2409857763165
"2",2022,16.0715637440427,16.4297260799373,16.5675,16.7772965864685,17.0113794277067,17.0895959211951,17.2756924399206,17.4976423061539,17.0457171167399,16.329246002718,16.2157665325666,16.2409857763165
"3",2023,16.265924490188,16.4297260799373,16.5675,16.7772965864685,17.0113794277067,17.0791138761901,17.2756924399206,17.5222700414185,17.0457171167399,16.3306451898683,16.2157665325666,16.2409857763165
"4",2024,16.2169694626191,16.4297260799373,16.5675,16.7772965864685,17.0113794277067,17.0737441553015,17.2756924399206,17.5468977766831,17.0457171167399,16.3312400007695,16.2157665325666,16.2409857763165
"5",2025,16.1431674494161,16.4297260799373,16.5675,16.7772965864685,17.0113794277067,17.0709933655073,17.2756924399206,17.5715255119478,17.0457171167399,16.3314928618739,16.2157665325666,16.2409857763165
