"","anomtmed_gral","media_movil"
"1",-0.485000000000003,NA
"2",-0.477499999999999,NA
"3",-0.467500000000001,-0.476666666666668
"4",-0.577499999999997,-0.507499999999999
"5",-0.861249999999998,-0.635416666666666
"6",-0.888749999999998,-0.775833333333331
"7",-0.899999999999999,-0.883333333333332
"8",-0.9051282051282,-0.897959401709399
"9",-0.921794871794873,-0.908974358974357
"10",-0.746153846153847,-0.857692307692307
"11",-0.517948717948716,-0.728632478632479
"12",-0.238461538461539,-0.500854700854701
"13",0.114999999999998,-0.213803418803419
"14",0.0725000000000016,-0.0169871794871798
"15",-0.0675000000000026,0.0399999999999991
"16",-0.127499999999998,-0.0408333333333329
"17",-0.0112499999999969,-0.068749999999999
"18",-0.188749999999999,-0.109166666666664
"19",-0.25,-0.149999999999999
"20",-0.255128205128202,-0.231292735042733
"21",-0.371794871794872,-0.292307692307691
"22",-0.546153846153846,-0.39102564102564
"23",-0.217948717948715,-0.378632478632478
"24",-0.488461538461539,-0.417521367521367
"25",0.0649999999999977,-0.213803418803419
"26",-0.127499999999998,-0.183653846153846
"27",0.0324999999999989,-0.0100000000000004
"28",0.0225000000000044,-0.0241666666666648
"29",-0.261249999999997,-0.0687499999999979
"30",-0.288749999999997,-0.17583333333333
"31",-0.449999999999999,-0.333333333333331
"32",-0.205128205128201,-0.314626068376066
"33",-0.521794871794874,-0.392307692307692
"34",-0.346153846153847,-0.357692307692307
"35",-0.267948717948716,-0.378632478632479
"36",-0.738461538461539,-0.450854700854701
"37",-1.235,-0.747136752136753
"38",-0.727499999999999,-0.900320512820514
"39",-0.467500000000001,-0.810000000000001
"40",-0.627499999999998,-0.607499999999999
"41",-0.811249999999998,-0.635416666666666
"42",-0.688749999999999,-0.709166666666665
"43",-0.800000000000001,-0.766666666666666
"44",-0.705128205128201,-0.731292735042734
"45",-0.871794871794874,-0.792307692307692
"46",-0.596153846153847,-0.724358974358974
"47",-0.767948717948716,-0.745299145299146
"48",-0.438461538461539,-0.6008547008547
"49",-0.835000000000003,-0.680470085470086
"50",-1.0775,-0.783653846153847
"51",-0.617500000000003,-0.843333333333335
"52",-0.377499999999998,-0.690833333333333
"53",-0.611249999999998,-0.535416666666666
"54",-0.338749999999997,-0.442499999999998
"55",-0.800000000000001,-0.583333333333332
"56",-0.9051282051282,-0.681292735042733
"57",-0.471794871794874,-0.725641025641025
"58",-0.446153846153846,-0.607692307692307
"59",-0.367948717948716,-0.428632478632479
"60",-0.188461538461539,-0.334188034188034
"61",-0.0350000000000037,-0.197136752136753
"62",-0.077499999999997,-0.100320512820513
"63",-0.167500000000004,-0.0933333333333349
"64",0.172500000000003,-0.024166666666666
"65",-0.111249999999998,-0.0354166666666664
"66",-0.0387499999999967,0.00750000000000265
"67",0.100000000000001,-0.0166666666666645
"68",0.194871794871798,0.0853739316239341
"69",0.128205128205128,0.141025641025642
"70",-0.046153846153846,0.0923076923076932
"71",0.532051282051285,0.204700854700855
"72",0.361538461538462,0.282478632478634
"73",0.564999999999998,0.486196581196581
"74",0.4725,0.466346153846153
"75",0.482499999999998,0.506666666666665
"76",0.0725000000000051,0.342500000000001
"77",0.288750000000004,0.281250000000002
"78",0.161250000000003,0.17416666666667
"79",0.449999999999999,0.300000000000002
"80",-0.205128205128201,0.135373931623934
"81",-0.171794871794873,0.0243589743589752
"82",0.153846153846153,-0.0743589743589735
"83",0.182051282051283,0.0547008547008545
"84",0.0615384615384613,0.132478632478633
"85",0.314999999999998,0.186196581196581
"86",0.122500000000002,0.166346153846154
"87",-0.317500000000003,0.0399999999999991
"88",0.472500000000004,0.0925000000000011
"89",0.188750000000002,0.114583333333335
"90",-0.0887499999999974,0.190833333333336
"91",-0.199999999999999,-0.0333333333333314
"92",-0.105128205128199,-0.131292735042732
"93",-0.121794871794872,-0.14230769230769
"94",0.353846153846153,0.0423076923076936
"95",0.232051282051284,0.154700854700855
"96",-0.0384615384615401,0.182478632478632
"97",-0.0850000000000009,0.036196581196581
"98",-0.477499999999999,-0.200320512820513
"99",-0.467500000000001,-0.343333333333334
"100",0.0725000000000051,-0.290833333333332
"101",0.188750000000002,-0.0687499999999979
"102",0.211250000000003,0.157500000000004
"103",-0.0999999999999979,0.100000000000003
"104",0.144871794871801,0.0853739316239353
"105",0.128205128205128,0.0576923076923102
"106",-0.246153846153845,0.00897435897436102
"107",0.232051282051284,0.0380341880341888
"108",-0.238461538461539,-0.0841880341880336
"109",0.364999999999998,0.119529914529914
"110",0.0225000000000009,0.0496794871794866
"111",-0.167500000000004,0.0733333333333318
"112",0.172500000000003,0.00916666666666662
"113",0.288750000000004,0.0979166666666676
"114",0.511250000000004,0.32416666666667
"115",0.199999999999999,0.333333333333336
"116",0.244871794871798,0.318707264957267
"117",0.178205128205125,0.207692307692308
"118",-0.146153846153847,0.092307692307692
"119",0.182051282051283,0.0713675213675202
"120",0.0615384615384613,0.0324786324786324
"121",0.364999999999998,0.202863247863248
"122",0.272500000000001,0.23301282051282
"123",0.432499999999997,0.356666666666666
"124",0.322500000000005,0.342500000000001
"125",0.238750000000003,0.331250000000002
"126",0.561250000000001,0.37416666666667
"127",0.150000000000002,0.316666666666669
"128",0.0448717948717992,0.252040598290601
"129",0.0282051282051263,0.0743589743589759
"130",0.103846153846153,0.0589743589743594
"131",-0.167948717948715,-0.0119658119658119
"132",0.0615384615384613,-0.00085470085470026
"133",0.0649999999999977,-0.0138034188034185
"134",-0.077499999999997,0.016346153846154
"135",0.532499999999999,0.173333333333333
"136",0.372500000000002,0.275833333333335
"137",0.238750000000003,0.381250000000001
"138",0.611250000000002,0.407500000000002
"139",0.199999999999999,0.350000000000001
"140",0.294871794871799,0.368707264957267
"141",-0.121794871794872,0.124358974358975
"142",0.303846153846152,0.15897435897436
"143",-0.267948717948716,-0.0286324786324788
"144",0.0615384615384613,0.0324786324786324
"145",-0.235000000000003,-0.147136752136753
"146",-0.177499999999998,-0.11698717948718
"147",-0.217500000000001,-0.210000000000001
"148",-0.227499999999996,-0.207499999999998
"149",0.0387500000000038,-0.135416666666664
"150",0.211250000000003,0.00750000000000384
"151",0.100000000000001,0.11666666666667
"152",0.144871794871801,0.152040598290602
"153",-0.0217948717948744,0.0743589743589759
"154",-0.0961538461538467,0.00897435897435983
"155",-0.217948717948715,-0.111965811965812
"156",-0.0384615384615401,-0.117521367521367
"157",-0.185000000000002,-0.147136752136753
"158",-0.377499999999998,-0.200320512820513
"159",-0.417500000000004,-0.326666666666668
"160",-0.177499999999995,-0.324166666666666
"161",-0.0112499999999969,-0.202083333333332
"162",-0.0887499999999974,-0.0924999999999964
"163",-0.0999999999999979,-0.0666666666666641
"164",-0.355128205128199,-0.181292735042732
"165",0.428205128205125,-0.00897435897435746
"166",-0.346153846153847,-0.0910256410256404
"167",-0.117948717948714,-0.0119658119658119
"168",-0.238461538461539,-0.234188034188033
"169",-0.335000000000003,-0.230470085470085
"170",-0.327499999999997,-0.300320512820513
"171",-0.267500000000002,-0.31
"172",0.122500000000002,-0.157499999999999
"173",-0.111249999999998,-0.085416666666666
"174",-0.0387499999999967,-0.00916666666666425
"175",-0.25,-0.133333333333332
"176",-0.4051282051282,-0.231292735042732
"177",0.078205128205127,-0.192307692307691
"178",-0.446153846153846,-0.257692307692306
"179",-0.0679487179487168,-0.145299145299145
"180",-0.28846153846154,-0.267521367521368
"181",-0.585000000000003,-0.31380341880342
"182",0.0725000000000016,-0.26698717948718
"183",-0.217500000000001,-0.243333333333334
"184",-0.127499999999998,-0.0908333333333324
"185",0.188750000000002,-0.0520833333333321
"186",-0.138749999999998,-0.0258333333333312
"187",0.300000000000001,0.116666666666668
"188",0.144871794871801,0.102040598290601
"189",0.128205128205128,0.191025641025643
"190",0.153846153846153,0.142307692307694
"191",-0.0179487179487161,0.0880341880341883
"192",0.111538461538462,0.0824786324786331
"193",0.364999999999998,0.152863247863248
"194",0.422500000000003,0.299679487179488
"195",0.182499999999997,0.323333333333333
"196",0.122500000000002,0.242500000000001
"197",0.238750000000003,0.181250000000001
"198",0.211250000000003,0.190833333333336
"199",0.400000000000002,0.283333333333336
"200",0.3448717948718,0.318707264957268
"201",0.428205128205125,0.391025641025642
"202",0.703846153846154,0.492307692307693
"203",0.582051282051285,0.571367521367521
"204",0.861538461538462,0.715811965811967
"205",0.814999999999998,0.752863247863248
"206",0.772500000000001,0.816346153846153
"207",0.632499999999997,0.739999999999998
"208",0.672500000000003,0.6925
"209",0.488750000000003,0.597916666666668
"210",0.161250000000003,0.440833333333336
"211",0.0500000000000007,0.233333333333335
"212",-0.105128205128199,0.0353739316239346
"213",-0.471794871794874,-0.175641025641024
"214",0.0538461538461519,-0.174358974358974
"215",-0.0679487179487168,-0.161965811965813
"216",-0.438461538461539,-0.150854700854701
"217",-0.535000000000002,-0.347136752136752
"218",-0.677499999999998,-0.550320512820513
"219",-0.417500000000004,-0.543333333333335
"220",-0.227499999999996,-0.440833333333333
"221",-0.311249999999998,-0.318749999999999
"222",-0.638749999999998,-0.392499999999997
"223",-0.5,-0.483333333333332
"224",-0.4051282051282,-0.514626068376066
"225",-0.971794871794874,-0.625641025641025
"226",-0.196153846153848,-0.524358974358974
"227",-0.0179487179487161,-0.395299145299146
"228",-0.238461538461539,-0.150854700854701
"229",-0.685000000000002,-0.313803418803419
"230",-0.227499999999999,-0.383653846153847
"231",-0.217500000000001,-0.376666666666668
"232",0.172500000000003,-0.0908333333333324
"233",-0.0112499999999969,-0.0187499999999983
"234",-0.0387499999999967,0.0408333333333365
"235",-0.0500000000000007,-0.0333333333333314
"236",-0.00512820512820156,-0.031292735042733
"237",-0.121794871794872,-0.0589743589743582
"238",0.353846153846153,0.0756410256410263
"239",0.132051282051286,0.121367521367522
"240",0.161538461538459,0.215811965811966
"241",-0.0350000000000037,0.0861965811965805
"242",0.0225000000000009,0.0496794871794854
"243",0.082499999999996,0.0233333333333311
"244",-0.077499999999997,0.00916666666666662
"245",0.138750000000002,0.0479166666666669
"246",0.011250000000004,0.0241666666666696
"247",-0.149999999999999,2.36847126835795e-15
"248",-0.0551282051282023,-0.0646260683760656
"249",0.0282051282051263,-0.0589743589743582
"250",0.453846153846154,0.142307692307693
"251",0.482051282051284,0.321367521367521
"252",0.561538461538461,0.4991452991453
"253",0.614999999999998,0.552863247863248
"254",0.272500000000001,0.48301282051282
"255",-0.0175000000000018,0.289999999999999
"256",-0.377499999999998,-0.0408333333333329
"257",0.138750000000002,-0.085416666666666
"258",-0.0887499999999974,-0.109166666666664
"259",0.100000000000001,0.0500000000000019
"260",0.144871794871801,0.0520405982906015
"261",-0.0217948717948744,0.0743589743589759
"262",0.00384615384615472,0.0423076923076936
"263",0.332051282051285,0.104700854700855
"264",0.361538461538462,0.232478632478634
"265",0.414999999999999,0.369529914529916
"266",0.372500000000002,0.383012820512821
"267",0.082499999999996,0.289999999999999
"268",0.0225000000000044,0.159166666666668
"269",-0.0612499999999976,0.0145833333333343
"270",-0.438749999999999,-0.159166666666664
"271",-0.349999999999998,-0.283333333333331
"272",0.0448717948717992,-0.247959401709399
"273",0.0282051282051263,-0.0923076923076908
"274",0.303846153846152,0.125641025641026
"275",0.182051282051283,0.17136752136752
"276",0.311538461538461,0.265811965811965
"277",0.114999999999998,0.202863247863248
