,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,58.83333333,97.23333333,173.9,284.4333333,428.1666667,288.5666667,285.6,267,288,331.7,174.1666667,114.0666667
2,120.4666667,164.6333333,180.6666667,239.9333333,268.2333333,204,214.9,173.9333333,289.5666667,308.8333333,129.5666667,109.9333333
3,42.3,118.2333333,105.6,399.3333333,342.6333333,185.4666667,373.1,260.9,430.1,339.0666667,133.9,188.6333333
4,154.4333333,207.3666667,169.6666667,277.5333333,355.6,539.1,311.9,355.7,399.3333333,403.0333333,286.9,137.4333333
5,44.26666667,154.3666667,160.9,215.1,428.5666667,141.9,247.4666667,476.2333333,397.7666667,285.4,219.3,104.6
6,179.3,133.1666667,189.6333333,329.6,279.5,270.5666667,108.2666667,383.7,208.3666667,388.0333333,148.9,164.9
7,95.1,117.6666667,128.6333333,270.4333333,318.4666667,112.5,470.7666667,210.8333333,427.9,384.8666667,157.6333333,140.1
8,71.6,152.5333333,171.3666667,314.4,326.3,323.2666667,201.1666667,499.1666667,514.3666667,358.4,439.5666667,236.6666667
9,189.7333333,197.4333333,170.9,280.9333333,301.8,385.3666667,161.5333333,386.9,393.8,357.7,159.1,150.7666667
10,100.7333333,80.2,132.1333333,378.9666667,297.5333333,266,364.4333333,214.4333333,322.1,486.3,229.5666667,151.5333333
11,71.56666667,125.3666667,182.9,220.1,340.9666667,251.4,225.7333333,164.4666667,246.8,235.6666667,196.6666667,139.6
12,51.1,70.46666667,157.2,237.2333333,366.3666667,196.0333333,218.1,329.6,330.0333333,222.1333333,203.0333333,125.0333333
13,156.7333333,59.56666667,248.5666667,273,293.1666667,161.7333333,298,293.8,459.6333333,276.4333333,323.4,172.6
14,150.1,171.4333333,196.4666667,344.5333333,259.5333333,217.2666667,226.2666667,292.6666667,207.3666667,271.6666667,218.1666667,110.4
15,55.93333333,76.83333333,214.1,202.8666667,342.1333333,316.4666667,422.7333333,405.7666667,243.8333333,318.0666667,113.8333333,238.6
16,127.7666667,189.1666667,274.5333333,290.3333333,426.7333333,368.9333333,360.8333333,351.1333333,293.1333333,306.1333333,184.9333333,137.9
17,93.66666667,196.4,151.0333333,255.3,179.8,300.9666667,126.7666667,50.4,293.6,259.6,182.5666667,47.5
18,69.4,93.03333333,115.2333333,260.4333333,311.7,318.4,493.7,307.4666667,409.3666667,315.9,314.5333333,161.7333333
19,257.1666667,265,237.0666667,301.2666667,357.4,318.2333333,225.3,214.8,403.5666667,297.3,267.6,298.4333333
20,156.4,196,288.9333333,325.9,471.7666667,497.3666667,383.2333333,355.9,441.1333333,318.7333333,155.8666667,165.3666667
21,127.5,99.9,288.2,238.4,335.0666667,259.6666667,319.0333333,60.56666667,359.5,305.4666667,219.8,233.1
22,84.03333333,221.0666667,181.3,380.0666667,369.0666667,198,289.2666667,162.5666667,268.4333333,278.5333333,204,118.9333333
23,64.86666667,107.3,229.1333333,351.3333333,353.9666667,323.6666667,223.9,291.5333333,323.3333333,309.6333333,226.8333333,140.2666667
24,129.6666667,229.7666667,257.4,357.6,353.5666667,224.8666667,431.3,202.0666667,320.8333333,288.0333333,294.9,141.8
25,149.4666667,183.0666667,228.7,330.3333333,409,275.1,231.3666667,211.9,355.2666667,342.9666667,203.1333333,118.1
26,140.5666667,130.3,258.4666667,363.6,375.9666667,267.9333333,191.7,326.8,403.7,388.2,311.8666667,161.6333333
27,152.1,27.6,341.1666667,399.5,501.1666667,188.9,309.7,476.6333333,424.6333333,403.2666667,239.4,222.1
28,197.4,296.8333333,256.9333333,296.6666667,400.8333333,396.0666667,485.4333333,391.1,259.7666667,395.4666667,369.2666667,107.0666667
29,257.5,223.5333333,240.1666667,286.5333333,268.6666667,283.9666667,235.5666667,293.9333333,173.7,254.4,196,97.83333333
30,94.1,122.7666667,323.7,257.6666667,425.2666667,396.5333333,457.4333333,333.6,446.1666667,264.6,399.4666667,256.5
31,148.2333333,176.8666667,385.3,631.3666667,283.1,324.9333333,310.0333333,247.2333333,252.6666667,377.3333333,393.2,352.7666667
32,214.9,148.6666667,236,466.9666667,435.3,207.9666667,164.3,315.4,143.3666667,383.5,296.5,138.9
33,105.4666667,303.9666667,217.0333333,196.2333333,559.2666667,337.9666667,122.4,379.7333333,341.2,289.7666667,319.4,207.9
34,85.23333333,189.6,162.6666667,210.9666667,299.2666667,258.6666667,120.4666667,273.2,311.3666667,353.3333333,203.8333333,126.0666667
35,119.4,153.4333333,181.7666667,247.3666667,336.6333333,133.1666667,332.5,276.5666667,137.6666667,247.1,252.1,34.3
36,42.26666667,177.8333333,193.2,309.5666667,213.3333333,212.4333333,327.4,302.1,466.3333333,288.9,235.1666667,230.8
37,183.4666667,100.4333333,422.3333333,169.0666667,492.9333333,413.5666667,151.5666667,308.4,406.5666667,264.5,211.8,107.2666667
38,261.7666667,91.2,194.8333333,250.6333333,487.6333333,295.1333333,247.4,217.7666667,321.5333333,256.5,266.3333333,42.96666667
39,136.7,173.4,233.6333333,272.4666667,459.0666667,182.5,279.2666667,56.86666667,281.1,313.4,172.4333333,174.5333333
40,28.36666667,,,,,,,,,,,
