,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,16.43333333,96.36666667,85.55,210.3666667,296.9166667,162.1666667,142.9666667,128.1333333,152.6666667,158.2166667,118.4166667,52.05
2,55.91666667,86.58333333,121.85,210.6666667,196.9666667,106.65,122.3333333,131.55,126.8166667,179.55,129.0666667,55.36666667
3,46.01666667,79.25,130.85,241.2166667,188.65,128.8166667,165.3666667,132.8833333,85.38333333,193.7166667,105.4,85.35
4,74.88333333,113.7166667,59.1,142.6333333,181.2666667,218.4333333,199.3666667,204.05,235.4833333,146.1333333,162.7333333,87.15
5,37.11666667,14.96666667,117.6,165.4333333,195.0166667,161.1333333,152,159.8166667,169,191.9666667,126.8,83.35
6,46.18333333,99.21666667,68.91666667,222.85,143.7166667,173.1833333,154.2833333,101.3666667,100.9,267.1166667,138,31.73333333
7,36.15,72.01666667,118.3833333,157.5166667,216.8333333,169.7,195.2333333,179.45,150.5,243.5333333,151.2166667,79.68333333
8,42.25,67.91666667,64.21666667,164.3333333,153.4,191.0833333,195.15,149.1333333,190.7833333,202.4166667,202.4333333,98.41666667
9,60.66666667,78.28333333,135.2333333,104.55,232.7333333,127.6333333,169.7666667,87.83333333,147.2166667,173.4333333,148.8666667,63.56666667
10,55.23333333,61.51666667,145.0166667,234.65,206.0833333,128.1,166.4166667,108.35,80.1,205.5,134.45,85.11666667
11,8.2,39.48333333,141.5,165.25,163.5333333,134.9333333,180.0833333,185.5,132.3166667,139.9666667,155.6666667,55.75
12,25.3,63.96666667,59.85,149.0833333,126.9166667,107.2666667,200.5333333,135.6,137.3333333,62.78333333,180.1666667,58.55
13,78.88333333,56.31666667,149.3,213.7,206.45,121.7333333,141.3333333,117.9666667,159.7333333,151.5833333,219.3833333,66.95
14,78.01666667,101.55,148.6666667,188.1333333,197.4833333,161.9333333,180.8,178.6666667,150.85,223.1166667,185.2833333,58.43333333
15,23.16666667,48.25,131.0166667,138.45,159.4,213.4833333,151.4333333,160.5833333,122.3833333,166.6,96.93333333,141.0666667
16,68.26666667,102.4166667,155.9,126.0166667,199.7833333,211.0333333,206.8333333,170.4,121.1166667,194.6833333,122.4166667,95.25
17,75.13333333,90.2,83.9,166.45,171.25,111.7833333,205.4833333,110.75,114.05,123.3833333,122.5833333,33.15
18,48.91666667,73.83333333,165.1666667,242.1666667,247.3833333,209.65,232.6,190.5666667,172.4666667,259.0666667,189.2666667,130.95
19,145.8333333,187.2833333,176.2,247.8333333,192.65,217.8333333,151.4166667,127.4333333,178.4,208.2333333,144.4166667,74.46666667
20,65.16666667,96.06666667,129.6666667,139.2333333,171.5666667,151.6333333,165.2166667,175.05,173.6666667,161.1166667,130.05,75.4
21,34.85,53.38333333,86.31666667,93.23333333,192.3333333,157.9333333,106.5666667,160.8666667,174.35,188.65,139.1333333,85.28333333
22,23.93333333,55.58333333,159.6666667,175.4,174.9833333,221.6166667,145.8333333,171.85,141.9166667,129.4,90.91666667,85.93333333
23,10.7,54.06666667,151.8666667,190.1833333,142.7166667,174.3833333,129.9666667,117.6,174,222.1666667,234.25,87.85
24,32.56666667,64.46666667,74.13333333,186.0166667,293.9333333,146.7166667,151.7,142.25,141.6166667,175.3166667,152.6833333,66.28333333
25,65.11666667,64.65,84.76666667,189.7833333,216.35,118.4333333,121.5333333,122.65,137,212.3333333,145.6833333,47.08333333
26,85.8,52.1,158.4666667,187.5,211.5,222.75,137.75,153.15,100.2166667,198.25,190.9666667,74.61666667
27,54.6,26.51666667,125.3,182.8666667,176.6,171.0833333,122.0166667,206.2,90.66666667,269.35,130.1333333,96.75
28,73.4,48.1,83.38333333,155.6833333,225.0666667,181.1333333,171.3666667,153.95,155.65,181.85,201.9666667,45.11666667
29,76.38333333,96.7,169.7666667,139.7833333,119.85,149.8166667,115.6666667,138.5333333,91.38333333,139.6333333,124.7166667,54.61666667
30,21.21666667,39.53333333,105.5833333,210.85,230.6,174.1166667,282.1166667,131.5333333,136.45,190.85,236.9,123.5833333
31,42.38333333,102.8333333,190.2333333,312.72,253.0333333,182.8166667,146.0166667,137.7333333,152.45,213.2166667,214.6833333,115.4833333
32,71.7,47.28333333,180.3166667,348.7666667,144.9833333,146.6833333,222.5333333,130.7,89.96666667,142.24,87.01666667,76.08333333
33,22.36666667,85.93333333,93.6,184.7833333,205.0166667,113.9,154.8166667,170.1833333,111.4166667,163.8166667,180.7333333,98.94
34,58.16666667,113.8166667,101.7833333,143.8666667,156.6833333,142.6666667,182.05,118.65,83.65,171.8666667,149.4666667,66.48
35,34.43333333,60.38333333,140.4166667,155.45,108.25,192.1,140.75,92.81666667,96.51666667,89.8,157.16,51.58
36,17.08333333,37.55,87.68333333,231.4833333,202.4,145.2,170.2333333,110.5666667,162.02,152.86,194.64,124.6166667
37,79.65,50.36666667,204.5166667,154.2666667,210.6333333,224.2,189.2666667,122.55,102.3666667,147.46,121.6,54.86
38,100.82,68.98333333,110.5833333,210.0666667,230.3,186.06,179.72,166.7,137.36,217.98,122.68,19.46
39,57.48,52.3,161.52,216.68,236.52,206.46,105.325,110.5,135.6,130.1,164.9,74.9
40,44.7,,,,,,,,,,,
